brand,chain,report_date,report_month,units_4w,dollars_4w,stores_4w,velocity_spw_4w,units_52w,dollars_52w,stores_52w,velocity_spw_52w,units_ytd,dollars_ytd,stores_ytd,velocity_spw_ytd,source_file
NEOLEA,45536,2025-08-10,2025-08-01,,,,,26.5,442.32,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45543,2025-08-10,2025-08-01,,,,,22.0,348.77,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45550,2025-08-10,2025-08-01,,,,,20.2,313.15,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45557,2025-08-10,2025-08-01,,,,,11.7,190.33,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45564,2025-08-10,2025-08-01,,,,,16.3,253.02,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45571,2025-08-10,2025-08-01,,,,,22.3,351.57,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45578,2025-08-10,2025-08-01,,,,,15.9,265.72,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45585,2025-08-10,2025-08-01,,,,,22.2,365.76,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45592,2025-08-10,2025-08-01,,,,,25.5,407.02,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45599,2025-08-10,2025-08-01,,,,,52.4,742.79,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45606,2025-08-10,2025-08-01,,,,,50.9,732.13,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45613,2025-08-10,2025-08-01,,,,,42.3,590.36,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45620,2025-08-10,2025-08-01,,,,,57.7,831.36,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45627,2025-08-10,2025-08-01,,,,,75.6,1065.03,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45634,2025-08-10,2025-08-01,,,,,42.9,647.36,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45641,2025-08-10,2025-08-01,,,,,41.8,640.24,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45648,2025-08-10,2025-08-01,,,,,105.5,1602.9299999999998,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45655,2025-08-10,2025-08-01,,,,,56.9,880.43,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45662,2025-08-10,2025-08-01,,,,,35.9,568.3199999999999,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45669,2025-08-10,2025-08-01,,,,,53.400000000000006,613.05,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45676,2025-08-10,2025-08-01,,,,,60.1,934.89,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45683,2025-08-10,2025-08-01,,,,,62.5,953.3800000000001,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45690,2025-08-10,2025-08-01,,,,,29.0,467.80999999999995,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45697,2025-08-10,2025-08-01,,,,,45.5,689.22,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45704,2025-08-10,2025-08-01,,,,,40.599999999999994,625.05,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45711,2025-08-10,2025-08-01,,,,,24.6,378.57000000000005,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45718,2025-08-10,2025-08-01,,,,,49.400000000000006,631.17,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45725,2025-08-10,2025-08-01,,,,,37.4,507.83000000000004,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45732,2025-08-10,2025-08-01,,,,,74.4,965.3199999999999,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45739,2025-08-10,2025-08-01,,,,,115.5,1496.88,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45746,2025-08-10,2025-08-01,,,,,91.4,1182.65,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45753,2025-08-10,2025-08-01,,,,,79.9,1105.9,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45760,2025-08-10,2025-08-01,,,,,69.6,879.4,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45767,2025-08-10,2025-08-01,,,,,95.0,1223.81,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45774,2025-08-10,2025-08-01,,,,,111.69999999999999,1484.76,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45781,2025-08-10,2025-08-01,,,,,63.3,873.1500000000001,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45788,2025-08-10,2025-08-01,,,,,93.80000000000001,1359.51,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45795,2025-08-10,2025-08-01,,,,,73.8,1109.2,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45802,2025-08-10,2025-08-01,,,,,71.0,1062.23,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45809,2025-08-10,2025-08-01,,,,,100.5,1389.94,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45816,2025-08-10,2025-08-01,,,,,79.6,1116.3,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45823,2025-08-10,2025-08-01,,,,,97.6,1319.22,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45830,2025-08-10,2025-08-01,,,,,102.80000000000001,1348.1399999999999,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45837,2025-08-10,2025-08-01,,,,,94.6,1341.25,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45844,2025-08-10,2025-08-01,,,,,108.6,1532.01,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45851,2025-08-10,2025-08-01,,,,,88.8,1298.83,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45858,2025-08-10,2025-08-01,,,,,124.2,1827.4,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45865,2025-08-10,2025-08-01,,,,,69.7,1071.21,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45872,2025-08-10,2025-08-01,,,,,59.5,865.85,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,45879,2025-08-10,2025-08-01,,,,,69.5,1077.82,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,52 Weeks,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,AC - ALBERTSONSCO CORP - RMA,2025-08-10,2025-08-01,,,,,93807864.5,731313245.71,119.66400000000002,15075.523083222766,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ACETAIA BELLEI,2025-08-10,2025-08-01,,,,,1637.0,617424.58,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ACETAIA LEONARDI,2025-08-10,2025-08-01,,,,,1039.0,18485.28,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ACETAIA MALPIGHI,2025-08-10,2025-08-01,,,,,47.4,490.02,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ACETAIA MILLAN,2025-08-10,2025-08-01,,,,,760.8,4714.28,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ACETAIA SAN GIACAMO,2025-08-10,2025-08-01,,,,,1838.6,9258.7,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ACETAIA SAN GIACOMO,2025-08-10,2025-08-01,,,,,612.2,7029.36,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ACETIA CATTANI,2025-08-10,2025-08-01,,,,,2268.8,193774.38,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ACETUM,2025-08-10,2025-08-01,,,,,25.4,25.84,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ACID LEAGUE,2025-08-10,2025-08-01,,,,,157.0,226.5,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ALESSI,2025-08-10,2025-08-01,,,,,2326.2,2587843.1,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ALIDORO,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ALMAS,2025-08-10,2025-08-01,,,,,1177.2,9502.94,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ANTICA ITALIA,2025-08-10,2025-08-01,,,,,107.2,73.08,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,APERO,2025-08-10,2025-08-01,,,,,1214.4,59939.22,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ARISTON,2025-08-10,2025-08-01,,,,,2459.2,72077.24,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BARENGO,2025-08-10,2025-08-01,,,,,246.0,30116.72,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BARIANI,2025-08-10,2025-08-01,,,,,842.4,128274.46,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BARTENURA,2025-08-10,2025-08-01,,,,,910.4,26460.54,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BATISTINI FARMS,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BELBERRY ROYAL SELECTION,2025-08-10,2025-08-01,,,,,284.6,170.66,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BELLADORO,2025-08-10,2025-08-01,,,,,134.4,69.34,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BELLINO,2025-08-10,2025-08-01,,,,,743.6,41939.58,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BERTOLLI,2025-08-10,2025-08-01,,,,,2169.2,122907.24,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BERTOLLI DEOLEO,2025-08-10,2025-08-01,,,,,370.6,6004.06,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BIONATURAE,2025-08-10,2025-08-01,,,,,5217.4,1083000.76,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BIORA,2025-08-10,2025-08-01,,,,,612.0,57160.04,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BONA FURTUNA,2025-08-10,2025-08-01,,,,,515.8,47254.52,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BONAVITA,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BONAVITA ORGANIC,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BOTTICELLI,2025-08-10,2025-08-01,,,,,1519.6,45002.28,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BRADS,2025-08-10,2025-08-01,,,,,1357.6,10575.62,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BRIGHTLAND,2025-08-10,2025-08-01,,,,,788.8,105536.38,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,BRONX LITTLE ITALY,2025-08-10,2025-08-01,,,,,807.2,6770.44,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,Brand,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CADIA,2025-08-10,2025-08-01,,,,,4052.4,265515.6,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CALIVIRGIN,2025-08-10,2025-08-01,,,,,138.2,829.5,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CALOLEA,2025-08-10,2025-08-01,,,,,2488.6,21090.24,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CARANDINI,2025-08-10,2025-08-01,,,,,1323.4,41648.82,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CARAPELLI,2025-08-10,2025-08-01,,,,,3541.2,26657.38,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CAROLIVA,2025-08-10,2025-08-01,,,,,268.8,4248.3,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CASTILLO DE PINAR,2025-08-10,2025-08-01,,,,,1710.2,10113.24,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CAVALLI,2025-08-10,2025-08-01,,,,,1219.0,17428.96,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CAVALLI RISERVA NANDO,2025-08-10,2025-08-01,,,,,884.8,108197.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CENTO,2025-08-10,2025-08-01,,,,,1402.0,128649.06,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CLAUDIO,2025-08-10,2025-08-01,,,,,5517.6,3087.42,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CLOVER VALLEY,2025-08-10,2025-08-01,,,,,786.2,26027.88,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,COLAVITA,2025-08-10,2025-08-01,,,,,1805.0,1682329.28,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,COMPAGNIA DEL MONTALE,2025-08-10,2025-08-01,,,,,581.8,70459.98,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,COOP ITALIA SOCIETA COOPERATIVA,2025-08-10,2025-08-01,,,,,1124.0,3205.92,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,COPPER HILL,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CORA ITALIAN PRODUCTS,2025-08-10,2025-08-01,,,,,322.0,72.32,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,COURAGEOUS,2025-08-10,2025-08-01,,,,,282.4,3650.16,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CUCINA & AMORE,2025-08-10,2025-08-01,,,,,1017.2,34064.88,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CUCINA VIVA,2025-08-10,2025-08-01,,,,,1497.0,280.46,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CULINARY CIRCLE,2025-08-10,2025-08-01,,,,,600.6,466.46,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,CULINARY TOURS,2025-08-10,2025-08-01,,,,,2499.4,26312.48,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,Category,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,Channel,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,DAT GOOD,2025-08-10,2025-08-01,,,,,467.2,7888.3,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,DE LA ROSA,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,DE MEDICI,2025-08-10,2025-08-01,,,,,623.6,7444.52,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,DE NIGRIS,2025-08-10,2025-08-01,,,,,740.4,433820.28,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,DELALLO,2025-08-10,2025-08-01,,,,,1306.0,38051.92,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,DELLA TERRA,2025-08-10,2025-08-01,,,,,1372.0,19154.06,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,DI BRUNO BROS,2025-08-10,2025-08-01,,,,,903.2,6357.7,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,DOMENICA,2025-08-10,2025-08-01,,,,,765.6,25116.68,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,DR MERCOLA,2025-08-10,2025-08-01,,,,,376.6,1005.48,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,DUE VITTORIE,2025-08-10,2025-08-01,,,,,889.2,59396.1,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,DUKE OF MODENA,2025-08-10,2025-08-01,,,,,716.8,72510.54,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ENZO OLIVE OIL COMPANY,2025-08-10,2025-08-01,,,,,2440.2,80439.1,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,EPIPHANY,2025-08-10,2025-08-01,,,,,701.0,5743.46,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,EPIPHANY PANTRY,2025-08-10,2025-08-01,,,,,2753.8,18145.04,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ESSENTIAL EVERYDAY,2025-08-10,2025-08-01,,,,,2736.8,1273.98,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,EVERYDAY GOURMET,2025-08-10,2025-08-01,,,,,710.6,780.58,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,FATTORIA ESTENSE,2025-08-10,2025-08-01,,,,,586.0,20310.12,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,FERRARA,2025-08-10,2025-08-01,,,,,2188.6,2457.38,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,FIELD DAY,2025-08-10,2025-08-01,,,,,6291.2,422554.94,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,FILIPPO BERIO,2025-08-10,2025-08-01,,,,,1314.0,109671.4,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,FINI,2025-08-10,2025-08-01,,,,,1451.0,941500.38,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,FLORA,2025-08-10,2025-08-01,,,,,723.6,25689.32,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,FOX BROTHERS,2025-08-10,2025-08-01,,,,,1024.6,199.5,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,FRATELLI MANTOVA,2025-08-10,2025-08-01,,,,,236.0,2161.06,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,FRESH THYME MARKET - TOTAL US,2025-08-10,2025-08-01,,,,,1312643.6,12435289.399999999,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,FULL CIRCLE MARKET,2025-08-10,2025-08-01,,,,,4057.4,74100.76,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GEMMA,2025-08-10,2025-08-01,,,,,182.0,1599.38,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GIA RUSSA,2025-08-10,2025-08-01,,,,,3767.8,4673.58,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GIANNI CALOGIURI,2025-08-10,2025-08-01,,,,,1235.0,24760.18,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GINO TOSCHI,2025-08-10,2025-08-01,,,,,572.6,5123.56,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GIOVANNA PAVAROTTI,2025-08-10,2025-08-01,,,,,1567.0,427885.06,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GIUSEPPE GIUSTI,2025-08-10,2025-08-01,,,,,899.8,340764.72,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GLASSY,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GODA,2025-08-10,2025-08-01,,,,,8157.4,32607.86,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GOOD FOOD HOLDINGS - TOTAL US CA,2025-08-10,2025-08-01,,,,,809535.2,11222284.629999999,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GOYA,2025-08-10,2025-08-01,,,,,477.0,665.56,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GUERZONI,2025-08-10,2025-08-01,,,,,1898.6,27605.34,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,GUISEPPE GIUSTI,2025-08-10,2025-08-01,,,,,83.4,552.86,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,Geography,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,HADDAR,2025-08-10,2025-08-01,,,,,406.0,149.96,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,HOLLAND HOUSE,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,HOLLOW TREE HONEY,2025-08-10,2025-08-01,,,,,761.8,31341.9,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,I SOLAI DI SAN GIORGIO,2025-08-10,2025-08-01,,,,,1640.0,7202.14,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,IL BOSCHETTO,2025-08-10,2025-08-01,,,,,475.2,7241.98,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,INFRA - TOTAL US,2025-08-10,2025-08-01,,,,,3821658.2,46635504.13,54.188,1356.2675670457838,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,INVECCHIATO,2025-08-10,2025-08-01,,,,,497.8,1607.56,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ISOLA,2025-08-10,2025-08-01,,,,,1126.2,8696.34,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,ISOLA ORGANIC,2025-08-10,2025-08-01,,,,,1964.6,9099.38,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,KATIES PIZZA PASTA,2025-08-10,2025-08-01,,,,,550.0,1384.52,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,KEDEM,2025-08-10,2025-08-01,,,,,663.0,4191.14,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,KIMBERLY,2025-08-10,2025-08-01,,,,,1042.6,5410.8,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,KINGS FOOD MARKETS - TOTAL US,2025-08-10,2025-08-01,,,,,520726.2,6509574.249999999,50.0,200.27930769230767,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,L ARETINO,2025-08-10,2025-08-01,,,,,283.6,56.64,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,LA SQUISITA,2025-08-10,2025-08-01,,,,,529.0,221.98,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,LA TOURANGELLE,2025-08-10,2025-08-01,,,,,0.0,0.0,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,LA VECCHIA,2025-08-10,2025-08-01,,,,,702.8,95932.66,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,LEONARDI,2025-08-10,2025-08-01,,,,,742.4,149389.18,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,LODOVICO CAMPARI,2025-08-10,2025-08-01,,,,,148.0,6853.3,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,LORENZA DE MEDICI,2025-08-10,2025-08-01,,,,,39.0,131.4,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,LUCINI ITALIA,2025-08-10,2025-08-01,,,,,1665.0,1602922.8,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,MADE WITH,2025-08-10,2025-08-01,,,,,3374.2,46068.94,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,MADHAVA,2025-08-10,2025-08-01,,,,,2450.6,166723.54,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,MALETTI REGNANI,2025-08-10,2025-08-01,,,,,2014.4,56718.66,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
NEOLEA,MANICARDI,2025-08-10,2025-08-01,,,,,665.4,21585.98,,,,,,,SPINS PowerTabs Neolea Data Ending 08-10-25.xlsb
